1,abb,dec_2012,roe_pct,de_ratio,fcf,0,unnamed:_7,1.8225,42,59,revenue_cagr_5yr,pe_ratio,pb_ratio,dividend_yield,market_cap_cr
159,BAJAJ-AUTO,Mar 2023,16.62,18.0,20.64,0.0042,204.2,1.0375,6488.0,1211.0,214.0,10.3753,65.0,124,5277.0
160,BAJAJ-AUTO,Mar 2024,17.18,20.0,26.61,0.066,174.4167,1.1405,6486.0,72.0,276.0,10.3806,29.0,1912,6558.0
161,BAJAJ-AUTO,Mar 2024,17.18,20.0,26.61,0.066,174.4167,1.1405,6486.0,72.0,276.0,10.3806,29.0,1912,6558.0
162,AXISBANK,Mar 2013,19.05,1353.0,15.62,8.9346,1.2697,0.0798,-8366.0,10939.0,22.0,7.085,16.0,296254,2573.0
163,AXISBANK,Mar 2014,20.29,2307.0,16.19,8.6801,1.3034,0.0793,298.0,14166.0,26.0,8.1694,15.0,333280,14464.0
164,AXISBANK,Mar 2015,20.74,3097.0,16.37,9.0467,1.3313,0.0759,-23134.0,7972.0,31.0,9.4829,15.0,406638,-15162.0
165,AXISBANK,Mar 2016,20.06,3466.0,15.36,8.8155,1.4273,0.075,-25284.0,9211.0,35.0,11.2283,14.0,472150,-34495.0
171,AXISBANK,Mar 2022,19.33,3170.0,11.01,8.633,1.9688,0.0563,1025.0,27112.0,42.0,19.2607,2.0,1020943,28137.0
173,AXISBANK,Mar 2024,22.73,11952.0,15.83,8.2491,1.6912,0.072,-14556.0,9001.0,81.0,25.4494,1.0,1295302,-5555.0
174,BAJAJFINSV,Mar 2013,27.49,49.0,28.38,1.6651,3.2666,0.1232,-3969.0,2953.0,10.0,9.7525,2.0,12991,-6922.0
175,BAJAJFINSV,Mar 2014,36.38,75.0,23.53,2.0948,2.8771,0.081,-6043.0,3764.0,10.0,11.64,2.0,19507,-9807.0
176,BAJAJFINSV,Mar 2015,21.25,49.0,21.72,2.3728,2.4749,0.1285,-7022.0,3709.0,11.0,13.8613,2.0,26312,-10731.0
177,BAJAJFINSV,Mar 2016,13.51,33.0,20.41,2.6518,2.3424,0.1975,-10681.0,886.0,12.0,16.9988,1.0,36062,-9795.0
178,BAJAJFINSV,Mar 2017,14.08,36.0,21.36,2.9894,2.3447,0.1905,-10771.0,151.0,14.0,20.1887,1.0,48282,-10922.0
179,BAJAJFINSV,Mar 2018,12.71,33.0,20.39,3.2073,2.3812,0.2035,-20502.0,922.0,17.0,25.6038,1.0,65695,-19580.0
180,BAJAJFINSV,Mar 2019,12.61,35.0,22.64,4.2019,2.2591,0.2044,-33979.0,6903.0,20.0,29.675,1.0,99754,-27076.0
182,BAJAJFINSV,Mar 2021,12.16,32.0,20.56,3.5853,2.1171,0.2165,863.0,3684.0,28.0,44.7875,1.0,128461,4547.0
183,BAJAJFINSV,Mar 2022,12.15,31.0,20.66,4.0047,2.229,0.2052,-32225.0,1445.0,29.0,50.3088,1.0,161179,-33670.0
184,BAJAJFINSV,Mar 2023,14.88,36.0,26.31,4.574,2.4127,0.2024,-53425.0,13945.0,40.0,29.1868,2.0,212265,-39480.0
185,BAJAJFINSV,Mar 2024,14.13,37.0,25.85,4.7894,2.1971,0.2054,-79634.0,10960.0,51.0,37.9421,2.0,288933,-68674.0
193,BAJAJHLDNG,Mar 2020,708.05,69.0,11.09,0.0061,258.3846,0.0133,1120.0,800.0,269.0,25.0117,15.0,168,1920.0
194,BAJAJHLDNG,Mar 2021,799.56,77.0,9.83,0.0037,950.75,0.01,-36.0,308.0,328.0,33.4838,12.0,136,272.0
195,BAJAJHLDNG,Mar 2022,852.4800000000001,76.0,9.629999999999999,0.0027,1421.0,0.009,1459.0,151.0,364.0,38.5964,32.0,114,1610.0
196,BAJAJHLDNG,Mar 2023,947.51,73.0,11.19,0.0021,721.8571,0.0098,1591.0,137.0,436.0,39.8036,28.0,93,1728.0
197,BAJAJHLDNG,Mar 2024,432.73,92.0,13.58,0.0012,3764.5,0.0261,1469.0,472.0,653.0,48.8712,20.0,63,1941.0
198,BAJFINANCE,Mar 2015,16.65,1367.0,18.71,5.5531,68.3462,0.1645,-7424.0,360.0,18.0,9.6,10.0,26655,-7064.0
199,BAJFINANCE,Mar 2016,17.52,1986.0,17.22,4.9852,68.0286,0.1554,-10557.0,687.0,24.0,13.7537,10.0,37025,-9870.0
200,BAJFINANCE,Mar 2017,18.42,2867.0,19.13,5.1302,149.0455,0.1564,-13486.0,3047.0,33.0,8.8073,11.0,49250,-10439.0
201,BAJFINANCE,Mar 2018,19.58,3935.0,15.75,4.1997,414.6,0.1503,-19491.0,1075.0,43.0,13.7809,9.0,66557,-20566.0
202,BAJFINANCE,Mar 2019,21.61,6310.0,20.28,5.1575,422.1538,0.1488,-34441.0,5379.0,69.0,17.1278,9.0,101588,-29062.0
203,BAJFINANCE,Mar 2020,19.96,7608.0,16.28,4.0153,1020.8889,0.1604,-33170.0,8758.0,87.0,26.94,11.0,129806,-24412.0
204,BAJFINANCE,Mar 2021,16.57,6314.0,11.97,3.5656,3621.0,0.1556,-1236.0,429.0,73.0,30.765,14.0,131634,-807.0
205,BAJFINANCE,Mar 2022,22.21,9906.0,16.08,3.7799,-700.6471,0.1489,-30743.0,6347.0,116.0,36.1264,17.0,165232,-37090.0
206,BAJFINANCE,Mar 2023,27.79,16018.0,21.17,3.9853,-2546.4,0.1505,-52506.0,10394.0,190.0,44.9355,16.0,216690,-42112.0
207,BAJFINANCE,Mar 2024,26.29,19987.0,18.84,3.8248,2689.1667,0.1463,-79931.0,7171.0,233.0,61.8516,15.0,293346,-72760.0
208,BANKBARODA,Mar 2013,13.25,1006.0,14.51,15.2993,2.4281,0.0651,22682.0,514.0,23.0,7.8681,19.0,509192,23196.0
209,BANKBARODA,Mar 2014,12.45,809.0,13.31,16.3018,2.1694,0.0598,41503.0,730.0,23.0,8.7812,19.0,616973,42233.0
218,BANKBARODA,Mar 2023,15.88,6329.0,14.28,12.7799,2.3495,0.0619,-22450.0,1096.0,29.0,10.1404,19.0,1342592,-21354.0
219,BANKBARODA,Mar 2024,15.94,4102.0,15.76,12.1437,1.8967,0.0715,-7559.0,1285.0,36.0,11.5553,21.0,1453761,-6274.0
232,BEL,Mar 2013,14.52,11.0,15183.33,4.0,184.4286,139.4,214.0,1753.0,1.0,0.3,20.0,24,-1539.0
233,BEL,Mar 2014,14.61,14.0,13600.0,3.0,194.7143,141.6957,190.0,759.0,1.0,0.35,20.0,21,-569.0
234,BEL,Mar 2015,16.88,17.0,17100.0,3.7143,240.8571,144.7551,595.0,839.0,2.0,0.35,20.0,26,1434.0
235,BEL,Mar 2016,18.18,19.0,11141.67,2.0833,196.6,141.4231,790.0,1470.0,2.0,0.1333,31.0,25,2260.0
236,BEL,Mar 2017,17.59,21.0,10153.33,1.9333,122.8889,112.4156,3054.0,3115.0,2.0,0.1667,33.0,29,-61.0
237,BEL,Mar 2018,13.76,20.0,4616.13,1.5484,372.5,85.9587,-693.0,6.0,2.0,0.31,34.0,48,-687.0
238,BEL,Mar 2019,15.51,24.0,3851.02,0.9592,186.375,96.5397,618.0,896.0,3.0,0.4455,44.0,47,1514.0
239,BEL,Mar 2020,14.07,21.0,3318.18,0.8,357.25,106.2951,1921.0,649.0,3.0,0.5,37.0,44,2570.0
240,BEL,Mar 2021,14.88,23.0,3559.32,0.8305,333.9,92.8224,2498.0,2595.0,3.0,0.5364,46.0,49,5093.0
241,BEL,Mar 2022,15.62,22.0,3478.26,0.8406,397.3333,94.2822,-665.0,4872.0,3.0,0.6273,46.0,58,4207.0
242,BEL,Mar 2023,16.84,23.0,3981.33,0.52,230.0526,123.1528,3907.0,2708.0,4.0,0.6818,44.0,39,1199.0
243,BEL,Mar 2024,19.66,25.0,4744.05,0.5119,476.75,125.8882,-1265.0,5924.0,5.0,0.7636,40.0,43,4659.0
244,BHEL,Mar 2013,13.69,19.0,21.91,0.0883,82.9297,0.6809,646.0,1113.0,18.0,6.2345,20.0,2698,1759.0
259,BOSCHLTD,Mar 2016,15.78,19.0,16.06,0.0052,192.3846,0.7803,323.0,995.0,488.0,30.7581,17.0,50,1318.0
267,BOSCHLTD,Mar 2024,14.89,13.0,20.64,0.0032,71.7843,0.9638,1536.0,283.0,844.0,40.2133,44.0,39,1253.0
287,BRITANNIA,Mar 2020,12.02,16.0,31.66,0.3493,27.3506,1.4815,-41.0,1526.0,58.0,18.3458,60.0,1538,1485.0
288,BRITANNIA,Mar 2021,14.09,19.0,52.17,0.5981,25.4234,1.642,2309.0,433.0,77.0,14.7833,204.0,2122,1876.0
290,BRITANNIA,Mar 2023,14.21,17.0,65.53,0.848,20.284,1.7432,1019.0,1507.0,96.0,14.725,75.0,2997,2526.0
291,BRITANNIA,Mar 2024,12.73,19.0,54.15,0.524,20.5976,1.8484,3050.0,477.0,89.0,16.4208,83.0,2065,2573.0
302,CANBK,Mar 2023,13.21,-9877.0,14.53,15.8501,1.6885,0.0622,-41134.0,1156.0,12.0,4.3029,19.0,1237160,-39978.0
303,CANBK,Mar 2024,13.94,-7745.0,16.72,14.8674,1.6107,0.072,13296.0,1750.0,17.0,5.079,19.0,1369780,15046.0
307,CHOLAFIN,Mar 2016,13.64,899.0,15.67,6.1433,643.5,0.1511,-2946.0,137.0,7.0,2.3526,12.0,22546,-2809.0
308,CHOLAFIN,Mar 2017,15.3,1143.0,16.71,5.6005,448.6667,0.1534,-1690.0,222.0,9.0,2.7551,12.0,24071,-1468.0
309,CHOLAFIN,Mar 2018,16.51,1451.0,17.91,7.479,,0.1259,-7986.0,60.0,12.0,3.2853,11.0,38330,-7926.0
310,CHOLAFIN,Mar 2019,16.84,1888.0,19.28,8.1455,1659.0,0.1236,-9328.0,11.0,15.0,3.9795,8.0,50567,-9317.0
311,CHOLAFIN,Mar 2020,12.1,1699.0,12.85,6.7079,,0.136,-2129.0,54.0,13.0,5.0,13.0,55005,-2075.0
312,CHOLAFIN,Mar 2021,15.87,2094.0,15.84,6.6385,52.4107,0.1284,-10594.0,1746.0,19.0,5.8537,11.0,63730,-8848.0
313,CHOLAFIN,Mar 2022,21.23,2924.0,18.3,5.8776,35.1786,0.123,-3931.0,1640.0,26.0,7.1762,8.0,69174,-5571.0
314,CHOLAFIN,Mar 2023,20.68,3515.0,18.58,6.7864,16.5818,0.1134,-29253.0,2148.0,32.0,8.7476,6.0,97358,-27105.0
315,CHOLAFIN,Mar 2024,17.85,4548.0,17.46,6.8634,21.2118,0.1223,-38538.0,2855.0,41.0,11.6625,5.0,134475,-35683.0
316,CIPLA,Mar 2013,18.66,2214.0,17.13,0.1072,24.8653,0.7102,-665.0,2063.0,19.0,5.6019,10.0,967,1398.0
317,CIPLA,Mar 2014,13.8,2147.0,13.97,0.1242,32.0598,0.7592,298.0,1265.0,17.0,6.2429,12.0,1248,1563.0
324,CIPLA,Mar 2021,12.47,4252.0,13.04,0.1099,56.1241,0.7709,1381.0,2374.0,30.0,11.3826,17.0,2014,3755.0
326,CIPLA,Mar 2023,12.45,5027.0,12.1,0.0343,60.5734,0.7766,862.0,2376.0,35.0,14.5385,24.0,803,3238.0
327,CIPLA,Mar 2024,16.12,6291.0,15.55,0.0209,35.3388,0.7922,1152.0,2982.0,51.0,16.5876,25.0,559,4134.0
328,COALINDIA,Mar 2013,25.41,18087.0,35.81,0.0269,5.7406,0.6154,7276.0,1833.0,27.0,0.7674,51.0,1305,9109.0
329,COALINDIA,Mar 2014,21.4,17766.0,35.64,0.0042,7.3744,0.6729,23105.0,8580.0,24.0,0.6714,121.0,178,14525.0
330,COALINDIA,Mar 2015,18.52,17343.0,34.02,0.0101,8.6454,0.6661,15276.0,894.0,22.0,0.6389,95.0,408,14382.0
331,COALINDIA,Mar 2016,18.32,18714.0,40.96,0.0344,9.9631,0.6856,21308.0,8154.0,23.0,0.5515,121.0,1199,13154.0
334,COALINDIA,Mar 2019,17.54,25007.0,66.01,0.0835,12.7878,0.7486,8460.0,7896.0,28.0,0.4293,46.0,2210,16356.0
335,COALINDIA,Mar 2020,17.38,21581.0,51.93,0.2001,11.5646,0.6404,6010.0,1033.0,27.0,0.5218,44.0,6434,4977.0
336,COALINDIA,Mar 2021,14.11,18628.0,34.78,0.1611,19.0858,0.559,10774.0,182.0,21.0,0.5925,78.0,5884,10592.0
337,COALINDIA,Mar 2022,15.84,24721.0,40.28,0.0815,21.9912,0.6114,15392.0,25715.0,28.0,0.7,60.0,3514,41107.0
338,COALINDIA,Mar 2023,22.95,44232.0,52.14,0.0712,14.3372,0.6245,12269.0,23465.0,52.0,0.9872,47.0,4331,35734.0
339,COALINDIA,Mar 2024,26.26,47971.0,45.17,0.0788,11.2418,0.6019,13617.0,4486.0,61.0,1.3424,42.0,6523,18103.0
340,DABUR,Mar 2013,12.48,16.0,36.56,0.5494,18.5085,1.3039,248.0,622.0,4.0,1.204,34.0,1151,870.0
341,DABUR,Mar 2014,12.98,16.0,34.48999999999999,0.2666,23.8519,1.3287,994.0,104.0,5.0,1.5264,33.0,708,1098.0
342,DABUR,Mar 2015,13.7,17.0,31.84,0.2188,36.85,1.2766,171.0,876.0,6.0,1.9057,33.0,734,1047.0
343,DABUR,Mar 2016,16.12,20.0,30.06,0.193,36.1458,1.1223,457.0,730.0,7.0,2.3699,32.0,805,1187.0
344,DABUR,Mar 2017,16.81,20.0,26.41,0.2012,33.4815,0.9847,420.0,807.0,7.0,2.754,31.0,975,1227.0
345,DABUR,Mar 2018,17.59,21.0,23.8,0.1644,36.0,0.8874,551.0,541.0,8.0,3.242,81.0,938,1092.0
346,DABUR,Mar 2019,16.98,20.0,25.67,0.1241,32.7,1.0092,1837.0,338.0,8.0,3.1819,34.0,699,1499.0
347,DABUR,Mar 2020,16.67,21.0,21.92,0.079,39.94,0.9302,1097.0,517.0,8.0,3.7322,37.0,522,1614.0
348,DABUR,Mar 2021,17.73,21.0,22.12,0.0664,75.0645,0.8827,711.0,1404.0,10.0,4.3299,50.0,509,2115.0
349,DABUR,Mar 2022,16.0,21.0,20.78,0.1229,65.641,0.8864,529.0,1273.0,10.0,4.7356,53.0,1030,1802.0
350,DABUR,Mar 2023,14.75,19.0,18.96,0.1308,33.4231,0.8446,905.0,583.0,10.0,5.0695,54.0,1174,1488.0
351,DABUR,Mar 2024,14.6,19.0,18.36,0.1384,23.2419,0.8206,1042.0,971.0,10.0,5.574,53.0,1365,2013.0
352,DIVISLAB,Mar 2013,28.07,38.0,24.07,0.0132,287.0,0.6833,225.0,255.0,23.0,9.263,33.0,33,480.0
353,DIVISLAB,Mar 2014,30.53,40.0,26.08,0.0061,362.0,0.6825,252.0,305.0,29.0,10.9778,34.0,18,557.0
354,DIVISLAB,Mar 2015,27.35,38.0,24.37,0.0077,403.6667,0.7072,305.0,521.0,32.0,12.9481,31.0,27,826.0
355,DIVISLAB,Mar 2016,29.82,38.0,26.23,0.0098,303.2,0.7709,632.0,406.0,42.0,8.1,24.0,42,1038.0
356,DIVISLAB,Mar 2017,26.08,36.0,19.79,0.0067,507.3333,0.6603,10.0,1140.0,40.0,10.1075,25.0,36,1150.0
357,DIVISLAB,Mar 2018,22.54,33.0,14.8,0.0106,688.0,0.5735,298.0,478.0,33.0,11.1792,30.0,63,776.0
358,DIVISLAB,Mar 2019,27.36,38.0,19.45,0.0152,405.6,0.6155,269.0,685.0,51.0,13.1264,31.0,106,954.0
359,DIVISLAB,Mar 2020,25.53,34.0,18.84,0.0053,287.4286,0.6323,1133.0,83.0,52.0,13.7925,31.0,39,1216.0
360,DIVISLAB,Mar 2021,28.47,41.0,21.34,0.0005,1462.0,0.647,2022.0,75.0,75.0,17.5377,27.0,5,1947.0
361,DIVISLAB,Mar 2022,33.04000000000001,43.0,25.24,0.0003,1998.5,0.6707,-283.0,2195.0,112.0,22.1283,27.0,4,1912.0
362,DIVISLAB,Mar 2023,23.48,31.0,14.29,0.0003,1357.0,0.5384,-248.0,2707.0,69.0,24.0887,44.0,4,2459.0
369,DLF,Mar 2018,66.75,35.0,12.68,0.4953,4.1003,0.1107,-1832.0,2102.0,25.0,9.891,8.0,17491,270.0
370,DLF,Mar 2019,15.71,26.0,3.91,0.5129,1.4219,0.1258,2046.0,3.0,6.0,7.6136,33.0,17222,2043.0
372,DLF,Mar 2021,20.0,27.0,3.06,0.1948,2.1712,0.1012,1610.0,150.0,4.0,7.1402,45.0,6886,1460.0
373,DLF,Mar 2022,26.24,30.0,4.130000000000001,0.115,3.1008,0.1117,3099.0,267.0,6.0,7.3459,49.0,4182,2832.0
374,DLF,Mar 2023,35.72,30.0,5.4,0.0885,5.2117,0.1083,1914.0,461.0,8.0,7.6135,49.0,3334,2375.0
375,DLF,Mar 2024,42.38,33.0,6.909999999999999,0.1226,7.4579,0.1088,1010.0,1529.0,11.0,7.9659,45.0,4834,2539.0
388,DRREDDY,Mar 2013,12.9,23.0,23.98,0.5781,28.15,0.8844,-59.0,1437.0,18.0,7.4929,17.0,3682,1378.0
389,DRREDDY,Mar 2014,14.63,24.0,24.96,0.5692,26.937,0.8434,366.0,1604.0,23.0,9.2529,16.0,4477,1970.0
390,DRREDDY,Mar 2015,15.55,23.0,23.71,0.4378,34.8889,0.8139,154.0,2370.0,27.0,11.5918,15.0,4314,2524.0
391,DRREDDY,Mar 2016,13.69,23.0,16.95,0.2667,46.747,0.7658,1653.0,1610.0,25.0,14.7871,16.0,3352,3263.0
394,DRREDDY,Mar 2019,12.62,21.0,13.9,0.2737,39.9888,0.6891,2101.0,769.0,23.0,16.8964,17.0,3838,2870.0
398,DRREDDY,Mar 2023,18.27,26.0,19.35,0.0578,52.035,0.7659,1779.0,4109.0,54.0,28.0554,15.0,1347,5888.0
399,DRREDDY,Mar 2024,19.91,28.0,19.74,0.0709,51.7076,0.7223,509.0,4034.0,67.0,34.041,12.0,2002,4543.0
403,EICHERMOT,Mar 2016,21.68,27.0,36.63,0.0063,1008.0,1.2498,462.0,1001.0,49.0,13.5296,20.0,23,1463.0
404,EICHERMOT,Mar 2017,23.7,31.0,31.19,0.021,647.5,1.0034,-36.0,1744.0,61.0,19.7963,16.0,112,1708.0
405,EICHERMOT,Mar 2018,21.86,31.0,27.88,0.0215,669.0,0.9415,337.0,2145.0,72.0,26.037,15.0,151,2482.0
406,EICHERMOT,Mar 2019,22.49,30.0,24.7,0.021,515.0,0.8604,915.0,660.0,81.0,33.0296,15.0,187,1575.0
407,EICHERMOT,Mar 2020,19.96,24.0,18.3,0.0249,145.0,0.7353,186.0,1508.0,67.0,36.9667,19.0,249,1694.0
408,EICHERMOT,Mar 2021,15.45,20.0,11.78,0.0191,141.5625,0.5989,66.0,1625.0,49.0,42.363,34.0,219,1691.0
409,EICHERMOT,Mar 2022,16.28,21.0,13.3,0.0086,140.7368,0.638,544.0,983.0,61.0,46.6963,34.0,108,1527.0
410,EICHERMOT,Mar 2023,20.18,24.0,19.44,0.0192,155.5,0.7523,426.0,2397.0,107.0,55.5185,35.0,288,2823.0
411,EICHERMOT,Mar 2024,24.2,26.0,22.17,0.0232,114.7059,0.7154,890.0,2834.0,146.0,66.8333,35.0,419,3724.0
419,GAIL,Mar 2020,13.12,12.0,19.31,0.1403,41.4822,0.9678,46.0,8299.0,14.0,1.0924,31.0,6912,8345.0
421,GAIL,Mar 2022,13.26,16.0,19.19,0.1437,89.5347,0.9605,3930.0,5490.0,18.0,1.444,36.0,9216,9420.0
424,GODREJCP,Mar 2013,13.18,16.0,25.51,0.7413,13.6667,0.8333,-45.0,865.0,8.0,9.7441,22.0,2456,820.0
428,GODREJCP,Mar 2017,14.11,21.0,24.67,0.7546,12.8766,0.7162,-383.0,2243.0,13.0,15.5941,39.0,4001,1860.0
429,GODREJCP,Mar 2018,16.59,21.0,26.11,0.5606,13.6821,0.7103,1387.0,336.0,16.0,9.2029,42.0,3508,1723.0
430,GODREJCP,Mar 2019,22.71,21.0,32.23,0.4654,10.479,0.7318,2003.0,274.0,23.0,7.1245,44.0,3382,1729.0
431,GODREJCP,Mar 2020,15.1,22.0,18.95,0.4526,9.5877,0.6661,1036.0,552.0,15.0,7.7431,55.0,3575,1588.0
432,GODREJCP,Mar 2021,15.6,22.0,18.23,0.1975,17.5507,0.7743,1738.0,292.0,17.0,9.2539,0.0,1864,2030.0
433,GODREJCP,Mar 2022,14.52,20.0,15.43,0.1475,20.3852,0.7633,607.0,844.0,17.0,11.3294,0.0,1704,1451.0
434,GODREJCP,Mar 2023,12.78,18.0,12.34,0.0819,13.6011,0.7637,397.0,1754.0,17.0,13.5235,0.0,1130,2151.0
436,GRASIM,Mar 2013,13.54,21.0,19.22,0.4858,20.8272,0.6325,-1445.0,5687.0,57.0,21.3663,8.0,9550,4242.0
452,HAL,Mar 2021,14.16,23.0,2249.31,0.0417,21.3521,123.0215,13934.0,1190.0,48.0,2.88,31.0,6,15124.0
453,HAL,Mar 2022,20.66,22.0,3324.18,0.0784,98.5538,121.8812,-2609.0,12789.0,76.0,3.06,26.0,12,10180.0
454,HAL,Mar 2023,21.58,25.0,3283.05,0.2655,130.3281,99.3653,3102.0,5734.0,87.0,3.54,32.0,47,8836.0
455,HAL,Mar 2024,25.0,32.0,3816.58,0.6181,270.8837,67.5133,1814.0,6412.0,114.0,3.98,31.0,123,8226.0
459,HAVELLS,Mar 2016,17.12,10.0,42.95,0.0443,19.1758,1.731,392.0,121.0,21.0,4.8823,29.0,134,513.0
