1,abb,dec_2012,roe_pct,de_ratio,fcf,0,unnamed:_7,1.8225,42,59,revenue_cagr_5yr,pe_ratio,pb_ratio,dividend_yield,market_cap_cr
218,BANKBARODA,Mar 2023,15.88,6329.0,14.28,12.7799,2.3495,0.0619,-22450.0,1096.0,29.0,10.1404,19.0,1342592,-21354.0
219,BANKBARODA,Mar 2024,15.94,4102.0,15.76,12.1437,1.8967,0.0715,-7559.0,1285.0,36.0,11.5553,21.0,1453761,-6274.0
256,BOSCHLTD,Dec 2012,11.06,16.0,17.19,0.0413,286.5,1.0958,47.0,824.0,305.0,17.9774,20.0,230,871.0
257,BOSCHLTD,Dec 2013,10.11,15.0,14.06,0.0291,,0.9849,211.0,846.0,282.0,20.3032,20.0,183,1057.0
258,BOSCHLTD,Mar 2015,11.07,16.0,18.21,0.0151,179.8571,1.1587,213.0,1183.0,426.0,23.7,20.0,111,1396.0
259,BOSCHLTD,Mar 2016,15.78,19.0,16.06,0.0052,192.3846,0.7803,323.0,995.0,488.0,30.7581,17.0,50,1318.0
260,BOSCHLTD,Mar 2017,16.68,19.0,19.79,0.0,106.4815,0.8843,2703.0,1246.0,570.0,29.33,29.0,0,1457.0
261,BOSCHLTD,Mar 2018,11.73,18.0,13.74,0.0,837.0,0.8394,559.0,1170.0,449.0,33.27,22.0,0,1729.0
262,BOSCHLTD,Mar 2019,13.22,18.0,17.51,0.0,211.8462,0.9508,2359.0,1766.0,542.0,30.4233,19.0,0,593.0
263,BOSCHLTD,Mar 2020,6.600000000000001,15.0,7.01,0.008,137.8,0.7389,463.0,873.0,220.0,30.9,48.0,74,1336.0
264,BOSCHLTD,Mar 2021,4.96,12.0,4.91,0.0055,65.8571,0.6578,372.0,463.0,164.0,32.7433,70.0,54,835.0
265,BOSCHLTD,Mar 2022,10.33,12.0,11.39,0.0068,63.8966,0.7646,238.0,33.0,413.0,35.6267,51.0,73,271.0
266,BOSCHLTD,Mar 2023,9.54,13.0,12.93,0.0048,190.0833,0.9182,1476.0,262.0,483.0,36.71,99.0,53,1214.0
267,BOSCHLTD,Mar 2024,14.89,13.0,20.64,0.0032,71.7843,0.9638,1536.0,283.0,844.0,40.2133,44.0,39,1253.0
273,BPCL,Mar 2018,4.15,6.0,26.74,1.0284,15.3828,1.96,4002.0,7066.0,21.0,1.8617,46.0,37659,11068.0
276,BPCL,Mar 2021,7.52,9.0,32.34,1.0182,16.5351,1.4298,20981.0,2474.0,37.0,2.5588,102.0,54532,23455.0
277,BPCL,Mar 2022,3.37,6.0,22.51,1.2433,9.2387,1.8493,12198.0,8138.0,27.0,2.438,29.0,64534,20336.0
279,BPCL,Mar 2024,5.99,10.0,35.51000000000001,0.7219,11.3555,2.2137,25415.0,10521.0,62.0,3.541,33.0,54599,35936.0
282,BRITANNIA,Mar 2015,8.77,11.0,55.34,0.1165,274.5,2.8135,134.0,450.0,29.0,5.1875,28.0,145,584.0
283,BRITANNIA,Mar 2016,9.82,15.0,39.44,0.0626,267.8,2.4033,254.0,705.0,34.0,8.7167,29.0,131,959.0
284,BRITANNIA,Mar 2017,9.77,14.0,32.83,0.0464,285.8,2.2035,291.0,150.0,37.0,11.2333,30.0,125,441.0
285,BRITANNIA,Mar 2018,10.13,15.0,29.48,0.059,208.375,1.9109,292.0,957.0,42.0,14.1917,30.0,201,1249.0
286,BRITANNIA,Mar 2019,10.45,16.0,27.16,0.0367,215.3333,1.7722,304.0,852.0,48.0,17.7208,31.0,156,1156.0
287,BRITANNIA,Mar 2020,12.02,16.0,31.66,0.3493,27.3506,1.4815,-41.0,1526.0,58.0,18.3458,60.0,1538,1485.0
288,BRITANNIA,Mar 2021,14.09,19.0,52.17,0.5981,25.4234,1.642,2309.0,433.0,77.0,14.7833,204.0,2122,1876.0
289,BRITANNIA,Mar 2022,10.72,16.0,59.27,0.9699,16.8264,1.878,2214.0,914.0,63.0,10.6583,89.0,2481,1300.0
290,BRITANNIA,Mar 2023,14.21,17.0,65.53,0.848,20.284,1.7432,1019.0,1507.0,96.0,14.725,75.0,2997,2526.0
291,BRITANNIA,Mar 2024,12.73,19.0,54.15,0.524,20.5976,1.8484,3050.0,477.0,89.0,16.4208,83.0,2065,2573.0
313,CHOLAFIN,Mar 2022,21.23,2924.0,18.3,5.8776,35.1786,0.123,-3931.0,1640.0,26.0,7.1762,8.0,69174,-5571.0
314,CHOLAFIN,Mar 2023,20.68,3515.0,18.58,6.7864,16.5818,0.1134,-29253.0,2148.0,32.0,8.7476,6.0,97358,-27105.0
315,CHOLAFIN,Mar 2024,17.85,4548.0,17.46,6.8634,21.2118,0.1223,-38538.0,2855.0,41.0,11.6625,5.0,134475,-35683.0
324,CIPLA,Mar 2021,12.47,4252.0,13.04,0.1099,56.1241,0.7709,1381.0,2374.0,30.0,11.3826,17.0,2014,3755.0
325,CIPLA,Mar 2022,11.7,4553.0,12.22,0.0507,174.0606,0.8103,1468.0,1858.0,31.0,12.9447,16.0,1056,3326.0
326,CIPLA,Mar 2023,12.45,5027.0,12.1,0.0343,60.5734,0.7766,862.0,2376.0,35.0,14.5385,24.0,803,3238.0
327,CIPLA,Mar 2024,16.12,6291.0,15.55,0.0209,35.3388,0.7922,1152.0,2982.0,51.0,16.5876,25.0,559,4134.0
328,COALINDIA,Mar 2013,25.41,18087.0,35.81,0.0269,5.7406,0.6154,7276.0,1833.0,27.0,0.7674,51.0,1305,9109.0
329,COALINDIA,Mar 2014,21.4,17766.0,35.64,0.0042,7.3744,0.6729,23105.0,8580.0,24.0,0.6714,121.0,178,14525.0
330,COALINDIA,Mar 2015,18.52,17343.0,34.02,0.0101,8.6454,0.6661,15276.0,894.0,22.0,0.6389,95.0,408,14382.0
331,COALINDIA,Mar 2016,18.32,18714.0,40.96,0.0344,9.9631,0.6856,21308.0,8154.0,23.0,0.5515,121.0,1199,13154.0
334,COALINDIA,Mar 2019,17.54,25007.0,66.01,0.0835,12.7878,0.7486,8460.0,7896.0,28.0,0.4293,46.0,2210,16356.0
335,COALINDIA,Mar 2020,17.38,21581.0,51.93,0.2001,11.5646,0.6404,6010.0,1033.0,27.0,0.5218,44.0,6434,4977.0
336,COALINDIA,Mar 2021,14.11,18628.0,34.78,0.1611,19.0858,0.559,10774.0,182.0,21.0,0.5925,78.0,5884,10592.0
337,COALINDIA,Mar 2022,15.84,24721.0,40.28,0.0815,21.9912,0.6114,15392.0,25715.0,28.0,0.7,60.0,3514,41107.0
338,COALINDIA,Mar 2023,22.95,44232.0,52.14,0.0712,14.3372,0.6245,12269.0,23465.0,52.0,0.9872,47.0,4331,35734.0
339,COALINDIA,Mar 2024,26.26,47971.0,45.17,0.0788,11.2418,0.6019,13617.0,4486.0,61.0,1.3424,42.0,6523,18103.0
352,DIVISLAB,Mar 2013,28.07,38.0,24.07,0.0132,287.0,0.6833,225.0,255.0,23.0,9.263,33.0,33,480.0
353,DIVISLAB,Mar 2014,30.53,40.0,26.08,0.0061,362.0,0.6825,252.0,305.0,29.0,10.9778,34.0,18,557.0
354,DIVISLAB,Mar 2015,27.35,38.0,24.37,0.0077,403.6667,0.7072,305.0,521.0,32.0,12.9481,31.0,27,826.0
355,DIVISLAB,Mar 2016,29.82,38.0,26.23,0.0098,303.2,0.7709,632.0,406.0,42.0,8.1,24.0,42,1038.0
356,DIVISLAB,Mar 2017,26.08,36.0,19.79,0.0067,507.3333,0.6603,10.0,1140.0,40.0,10.1075,25.0,36,1150.0
357,DIVISLAB,Mar 2018,22.54,33.0,14.8,0.0106,688.0,0.5735,298.0,478.0,33.0,11.1792,30.0,63,776.0
358,DIVISLAB,Mar 2019,27.36,38.0,19.45,0.0152,405.6,0.6155,269.0,685.0,51.0,13.1264,31.0,106,954.0
359,DIVISLAB,Mar 2020,25.53,34.0,18.84,0.0053,287.4286,0.6323,1133.0,83.0,52.0,13.7925,31.0,39,1216.0
360,DIVISLAB,Mar 2021,28.47,41.0,21.34,0.0005,1462.0,0.647,2022.0,75.0,75.0,17.5377,27.0,5,1947.0
361,DIVISLAB,Mar 2022,33.04000000000001,43.0,25.24,0.0003,1998.5,0.6707,-283.0,2195.0,112.0,22.1283,27.0,4,1912.0
362,DIVISLAB,Mar 2023,23.48,31.0,14.29,0.0003,1357.0,0.5384,-248.0,2707.0,69.0,24.0887,44.0,4,2459.0
363,DIVISLAB,Mar 2024,20.4,28.0,11.79,0.0002,636.25,0.5074,992.0,269.0,60.0,25.6057,50.0,3,1261.0
369,DLF,Mar 2018,66.75,35.0,12.68,0.4953,4.1003,0.1107,-1832.0,2102.0,25.0,9.891,8.0,17491,270.0
385,DMART,Mar 2022,4.82,8.0,10.91,0.0473,48.4444,2.0022,83.0,1289.0,23.0,2.1108,0.0,647,1372.0
386,DMART,Mar 2023,5.55,8.0,14.79,0.04,56.2239,2.3662,317.0,2313.0,37.0,2.4812,0.0,643,2630.0
387,DMART,Mar 2024,4.99,8.0,13.56,0.0317,73.2931,2.3989,278.0,2468.0,39.0,2.8722,0.0,592,2746.0
389,DRREDDY,Mar 2014,14.63,24.0,24.96,0.5692,26.937,0.8434,366.0,1604.0,23.0,9.2529,16.0,4477,1970.0
390,DRREDDY,Mar 2015,15.55,23.0,23.71,0.4378,34.8889,0.8139,154.0,2370.0,27.0,11.5918,15.0,4314,2524.0
391,DRREDDY,Mar 2016,13.69,23.0,16.95,0.2667,46.747,0.7658,1653.0,1610.0,25.0,14.7871,16.0,3352,3263.0
394,DRREDDY,Mar 2019,12.62,21.0,13.9,0.2737,39.9888,0.6891,2101.0,769.0,23.0,16.8964,17.0,3838,2870.0
395,DRREDDY,Mar 2020,11.57,14.0,12.99,0.1417,32.1122,0.7543,2489.0,495.0,24.0,18.794,21.0,2210,2984.0
396,DRREDDY,Mar 2021,10.25,20.0,11.07,0.1718,43.3918,0.7164,1315.0,2255.0,23.0,21.2542,21.0,3031,3570.0
397,DRREDDY,Mar 2022,10.13,17.0,11.36,0.1761,45.0312,0.7243,246.0,2565.0,26.0,23.147,23.0,3384,2811.0
398,DRREDDY,Mar 2023,18.27,26.0,19.35,0.0578,52.035,0.7659,1779.0,4109.0,54.0,28.0554,15.0,1347,5888.0
399,DRREDDY,Mar 2024,19.91,28.0,19.74,0.0709,51.7076,0.7223,509.0,4034.0,67.0,34.041,12.0,2002,4543.0
402,EICHERMOT,Dec 2014,8.03,13.0,27.9,0.0231,122.3,1.3647,-167.0,1214.0,23.0,9.3185,22.0,58,1047.0
403,EICHERMOT,Mar 2016,21.68,27.0,36.63,0.0063,1008.0,1.2498,462.0,1001.0,49.0,13.5296,20.0,23,1463.0
404,EICHERMOT,Mar 2017,23.7,31.0,31.19,0.021,647.5,1.0034,-36.0,1744.0,61.0,19.7963,16.0,112,1708.0
405,EICHERMOT,Mar 2018,21.86,31.0,27.88,0.0215,669.0,0.9415,337.0,2145.0,72.0,26.037,15.0,151,2482.0
406,EICHERMOT,Mar 2019,22.49,30.0,24.7,0.021,515.0,0.8604,915.0,660.0,81.0,33.0296,15.0,187,1575.0
407,EICHERMOT,Mar 2020,19.96,24.0,18.3,0.0249,145.0,0.7353,186.0,1508.0,67.0,36.9667,19.0,249,1694.0
408,EICHERMOT,Mar 2021,15.45,20.0,11.78,0.0191,141.5625,0.5989,66.0,1625.0,49.0,42.363,34.0,219,1691.0
409,EICHERMOT,Mar 2022,16.28,21.0,13.3,0.0086,140.7368,0.638,544.0,983.0,61.0,46.6963,34.0,108,1527.0
410,EICHERMOT,Mar 2023,20.18,24.0,19.44,0.0192,155.5,0.7523,426.0,2397.0,107.0,55.5185,35.0,288,2823.0
411,EICHERMOT,Mar 2024,24.2,26.0,22.17,0.0232,114.7059,0.7154,890.0,2834.0,146.0,66.8333,35.0,419,3724.0
430,GODREJCP,Mar 2019,22.71,21.0,32.23,0.4654,10.479,0.7318,2003.0,274.0,23.0,7.1245,44.0,3382,1729.0
436,GRASIM,Mar 2013,13.54,21.0,19.22,0.4858,20.8272,0.6325,-1445.0,5687.0,57.0,21.3663,8.0,9550,4242.0
437,GRASIM,Mar 2014,10.43,17.0,13.67,0.4479,12.2841,0.5935,1213.0,2336.0,44.0,23.4946,9.0,9681,3549.0
438,GRASIM,Mar 2015,8.14,16.0,11.16,0.5156,8.5067,0.5873,2235.0,2359.0,37.0,25.1522,9.0,11930,4594.0
439,GRASIM,Mar 2016,10.02,17.0,12.6,0.4559,10.071,0.5789,1353.0,4515.0,51.0,29.4935,9.0,12505,5868.0
440,GRASIM,Mar 2017,11.77,20.0,13.53,0.2935,12.0556,0.5748,3779.0,3509.0,66.0,33.7495,8.0,9213,7288.0
441,GRASIM,Mar 2018,6.600000000000001,21.0,6.43,1.1693,3.282,0.2689,-2594.0,1546.0,39.0,43.787,15.0,67070,-4140.0
442,GRASIM,Mar 2019,3.56,22.0,4.73,1.4562,2.4413,0.3202,-3871.0,2212.0,25.0,43.9545,27.0,84487,-1659.0
443,GRASIM,Mar 2020,9.73,15.0,11.72,1.497,2.5325,0.2795,5256.0,11364.0,65.0,42.9038,6.0,84777,16620.0
444,GRASIM,Mar 2021,9.139999999999999,24.0,10.67,1.2074,3.4536,0.2858,7929.0,7146.0,63.0,49.6167,14.0,79078,15075.0
445,GRASIM,Mar 2022,11.71,21.0,14.8,0.9874,4.6229,0.331,5985.0,1053.0,111.0,57.3477,9.0,74744,7038.0
446,GRASIM,Mar 2023,9.42,18.0,14.07,1.3086,4.1896,0.3492,-26397.0,13712.0,100.0,59.653,10.0,103039,-12685.0
447,GRASIM,Mar 2024,7.580000000000001,21.0,11.2,1.5471,3.0158,0.3178,-33833.0,23114.0,85.0,66.6564,12.0,137155,-10719.0
448,HAL,Mar 2017,14.57,18.0,1966.92,0.015,267.5,105.5882,2598.0,3021.0,36.0,2.66,31.0,2,-423.0
449,HAL,Mar 2018,10.73,19.0,1528.46,0.0231,120.6,111.5602,-140.0,594.0,30.0,2.6,54.0,3,-734.0
450,HAL,Mar 2019,11.73,23.0,1763.91,0.0602,27.9379,114.3314,-2402.0,5292.0,35.0,2.66,28.0,8,-7694.0
451,HAL,Mar 2020,13.25,23.0,2059.42,0.0145,14.7493,123.9595,203.0,1334.0,42.0,2.76,39.0,2,1537.0
452,HAL,Mar 2021,14.16,23.0,2249.31,0.0417,21.3521,123.0215,13934.0,1190.0,48.0,2.88,31.0,6,15124.0
453,HAL,Mar 2022,20.66,22.0,3324.18,0.0784,98.5538,121.8812,-2609.0,12789.0,76.0,3.06,26.0,12,10180.0
454,HAL,Mar 2023,21.58,25.0,3283.05,0.2655,130.3281,99.3653,3102.0,5734.0,87.0,3.54,32.0,47,8836.0
455,HAL,Mar 2024,25.0,32.0,3816.58,0.6181,270.8837,67.5133,1814.0,6412.0,114.0,3.98,31.0,123,8226.0
459,HAVELLS,Mar 2016,17.12,10.0,42.95,0.0443,19.1758,1.731,392.0,121.0,21.0,4.8823,29.0,134,513.0
469,HCLTECH,Jun 2014,20.31,25.0,33.39,0.0521,76.4211,1.0722,1615.0,4842.0,23.0,13.9643,11.0,1018,6457.0
470,HCLTECH,Jun 2015,20.0,23.0,30.31,0.0268,105.6264,1.0413,3451.0,2088.0,26.0,8.6206,58.0,648,5539.0
471,HCLTECH,Mar 2017,18.09,22.0,26.12,0.0177,128.7528,1.0395,5105.0,3890.0,30.0,11.5611,40.0,582,8995.0
472,HCLTECH,Mar 2018,17.25,22.0,23.97,0.0153,180.8116,1.0538,6092.0,2236.0,31.0,13.0885,19.0,557,8328.0
473,HCLTECH,Mar 2019,16.75,23.0,24.46,0.1014,85.454,1.0356,5715.0,3256.0,37.0,15.2642,11.0,4195,8971.0
474,HCLTECH,Mar 2020,15.64,24.0,21.57,0.1558,35.4554,0.8534,1027.0,12332.0,41.0,9.4414,25.0,7986,13359.0
475,HCLTECH,Mar 2021,14.82,27.0,18.64,0.1146,41.047,0.876,13953.0,5665.0,41.0,11.0337,24.0,6864,19618.0
476,HCLTECH,Mar 2022,15.79,24.0,21.84,0.1024,67.6991,0.9632,18497.0,1597.0,50.0,11.4022,84.0,6343,16900.0
477,HCLTECH,Mar 2023,14.63,22.0,22.7,0.0733,67.949,1.088,14436.0,3573.0,55.0,12.0451,88.0,4794,18009.0
478,HCLTECH,Mar 2024,14.29,22.0,23.01,0.0844,46.4611,1.1102,15840.0,6608.0,58.0,12.5715,90.0,5758,22448.0
481,HDFCBANK,Mar 2015,21.12,7214.0,16.95,8.0717,1.6947,0.0835,-22081.0,800.0,21.0,12.6056,19.0,509762,-21281.0
482,HDFCBANK,Mar 2016,20.3,9037.0,17.25,8.7423,1.79,0.0829,-35272.0,837.0,25.0,14.6846,19.0,649587,-34435.0
483,HDFCBANK,Mar 2017,20.9,11374.0,16.69,8.0784,1.8498,0.0821,16136.0,1146.0,30.0,17.8936,18.0,741550,17282.0
484,HDFCBANK,Mar 2018,21.76,13374.0,16.94,8.6207,1.8402,0.0773,16372.0,842.0,36.0,21.1173,18.0,944817,17214.0
485,HDFCBANK,Mar 2019,21.34,16592.0,14.61,7.0294,1.8405,0.0813,-64375.0,1503.0,41.0,28.1969,18.0,1080235,-62872.0
486,HDFCBANK,Mar 2020,22.34,14593.0,15.48,7.5587,1.8277,0.0773,-18272.0,1403.0,50.0,32.1821,5.0,1333041,-16869.0
487,HDFCBANK,Mar 2021,24.78,16848.0,15.18,7.2037,1.9197,0.0714,40653.0,1823.0,58.0,38.078,11.0,1511418,42476.0
488,HDFCBANK,Mar 2022,28.07,20795.0,15.43,7.217,1.7813,0.064,-14011.0,2051.0,69.0,44.5634,23.0,1784970,-11960.0
489,HDFCBANK,Mar 2023,27.03,29932.0,15.94,7.3909,1.8595,0.0675,17822.0,2992.0,82.0,51.8706,23.0,2139212,20814.0
490,HDFCBANK,Mar 2024,23.07,-44685.0,14.34,6.8088,1.4008,0.0704,35669.0,16600.0,84.0,60.0521,23.0,3107503,19069.0
503,HEROMOTOCO,Mar 2014,8.32,3553.0,37.38,0.0505,50.5488,2.497,1347.0,1616.0,105.0,14.0575,62.0,284,2963.0
504,HEROMOTOCO,Mar 2015,8.58,3520.0,36.15,0.0153,73.9415,2.5848,2217.0,31.0,118.0,16.35,51.0,100,2186.0
505,HEROMOTOCO,Mar 2016,10.94,4424.0,35.23,0.0263,57.1235,2.2067,1422.0,2300.0,157.0,22.085,46.0,232,3722.0
506,HEROMOTOCO,Mar 2017,12.39,4585.0,34.37,0.0253,28.9651,1.8685,2035.0,1972.0,179.0,25.79,47.0,261,4007.0
507,HEROMOTOCO,Mar 2018,11.47,5334.0,31.09,0.019,48.1206,1.8657,2159.0,1858.0,186.0,29.93,51.0,228,4017.0
508,HEROMOTOCO,Mar 2019,10.2,5025.0,26.42,0.0238,39.0837,1.8359,2330.0,1298.0,172.0,32.8,50.0,312,1032.0
509,HEROMOTOCO,Mar 2020,12.51,4070.0,25.4,0.0314,17.5718,1.4869,2699.0,2819.0,182.0,36.015,49.0,453,5518.0
510,HEROMOTOCO,Mar 2021,9.48,4058.0,19.05,0.0379,48.6709,1.3404,1821.0,2289.0,146.0,38.54,72.0,584,4110.0
511,HEROMOTOCO,Mar 2022,7.88,3256.0,14.7,0.0382,48.2679,1.3147,1882.0,222.0,116.0,39.6175,82.0,605,2104.0
512,HEROMOTOCO,Mar 2023,8.200000000000001,4099.0,16.81,0.0341,53.037,1.4282,2193.0,421.0,141.0,41.64,71.0,568,2614.0
513,HEROMOTOCO,Mar 2024,9.9,5235.0,21.14,0.0342,47.2685,1.4449,3095.0,1828.0,187.0,44.2475,75.0,606,4923.0
519,HINDALCO,Mar 2018,5.28,13695.0,11.09,0.9494,35.2553,0.7835,16231.0,5333.0,27.0,24.5973,4.0,52074,10898.0
520,HINDALCO,Mar 2019,4.21,15511.0,9.56,0.9115,102.079,0.859,6521.0,5456.0,24.0,25.9014,5.0,52415,11977.0
523,HINDALCO,Mar 2022,7.04,28347.0,17.56,0.8247,133.0623,0.8792,10065.0,6773.0,61.0,35.2212,6.0,64486,16838.0
524,HINDALCO,Mar 2023,4.52,22666.0,10.65,0.6359,153.4399,0.9987,11649.0,7559.0,45.0,42.7054,7.0,60291,19208.0
525,HINDALCO,Mar 2024,4.7,23872.0,9.569999999999999,0.5309,126.4654,0.936,9789.0,14267.0,45.0,47.8135,8.0,56356,24056.0
530,HINDUNILVR,Mar 2017,13.54,6328.0,66.58,0.0411,44.3119,2.1114,4012.0,1173.0,21.0,3.1222,82.0,277,5185.0
531,HINDUNILVR,Mar 2018,14.71,7499.0,71.78999999999999,0.0,79.5099,1.99,4996.0,1063.0,24.0,3.3708,83.0,0,6059.0
532,HINDUNILVR,Mar 2019,15.42,8880.0,77.03,0.0126,94.5745,2.1102,5362.0,438.0,28.0,3.6421,78.0,99,5800.0
533,HINDUNILVR,Mar 2020,16.98,9861.0,82.1,0.0,70.6297,1.974,9414.0,1791.0,31.0,3.8097,80.0,0,7623.0
534,HINDUNILVR,Mar 2021,17.01,11626.0,16.78,0.0,208.3941,0.6841,7935.0,1228.0,34.0,20.2868,119.0,0,9163.0
535,HINDUNILVR,Mar 2022,16.95,12857.0,18.12,0.0213,180.8858,0.7439,7320.0,1728.0,38.0,20.877,90.0,1043,9048.0
536,HINDUNILVR,Mar 2023,16.74,14147.0,20.16,0.0242,103.6964,0.829,8507.0,1484.0,43.0,21.406,91.0,1219,9991.0
